Customer_Subtype;Number_of_houses;Avg_size_househol;Avg_age;Customer_main_type;Roman_catholic;Protestant;Other_religion;No_religion;Married;Living_together;Other_relation;Singles;Household_without_children;Household_with_children;High_level_education;Medium_level_education;Lower_level_education;High_status;Entrepreneur;Farmer;Middle_management;Skilled_labourers;Unskilled_labourers;Social_class_A;Social_class_B1;Social_class_B2;Social_class_C;Social_class_D;Rented_house;Home_owners;1_car;2_cars;No_car;National_Health_Service;Private_health_insurance;Income_<30.000;Income_30_45.000;Income_45_75.000;Income_75_122.000;Income_>123.000;Average_income;Purchasing_power_class;Contribution_private_third_party_insurance;Contribution_third_party_insurance_(firms);Contribution_third_party_insurane_(agriculture);Contribution_car_policies;Contribution_delivery_van_policies;Contribution_motorcycle/scooter_policies;Contribution_lorry_policies;Contribution_trailer_policies;Contribution_tractor_policies;Contribution_agricultural_machines_policies;Contribution_moped_policies;Contribution_life_insurances;Contribution_private_accident_insurance_policies;Contribution_family_accidents_insurance_policies;Contribution_disability_insurance_policies;Contribution_fire_policies;Contribution_surfboard_policies;Contribution_boat_policies;Contribution_bicycle_policies;Contribution_property_insurance_policies;Contribution_social_security_insurance_policies;Number_of_private_third_party_insurance;Number_of_third_party_insurance_(firms);Number_of_third_party_insurance_(agriculture);Number_of_car_policies;Number_of_delivery_van_policies;Number_of_motorcycle/scooter_policies;Number_of_lorry_policies;Number_of_trailer_policies;Number_of_tractor_policies;Number_of_agricultural_machines_policies;Number_of_moped_policies;Number_of_life_insurances;Number_of_private_accident_insurance_policies;Number_of_family_accidents_insurance_policies;Number_of_disability_insurance_policies;Number_of_fire_policies;Number_of_surfboard_policies;Number_of_boat_policies;Number_of_bicycle_policies;Number_of_property_insurance_policies;Number_of_social_security_insurance_policies;Interested_in_buying_a_mobile_home_policy;Phase
33;1;3;3;8;0;5;1;3;6;2;1;0;3;6;0;6;3;3;0;5;2;0;0;2;4;4;0;0;0;9;6;1;2;6;3;0;7;0;2;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
30;1;2;4;7;0;4;0;5;3;0;6;6;2;2;1;1;7;0;0;0;0;5;4;0;0;0;6;3;9;0;5;0;4;9;0;6;3;0;0;0;2;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
41;1;3;3;10;0;4;1;4;7;0;2;2;3;5;0;2;7;0;0;3;0;3;3;2;0;2;3;4;3;6;5;2;3;7;2;5;4;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
31;1;2;4;7;0;7;1;2;6;0;3;3;4;3;0;1;8;0;0;0;3;0;6;0;1;1;8;1;9;0;8;0;1;9;0;7;1;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 1 [Training]
33;1;2;3;8;0;7;0;2;7;2;0;0;5;4;0;3;6;2;0;0;2;5;2;2;1;2;5;2;0;9;4;4;2;6;3;2;5;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
9;1;3;3;3;1;3;0;6;6;0;3;1;3;6;1;5;4;1;0;1;4;3;3;1;1;4;5;0;9;0;5;0;4;5;4;5;4;1;0;0;3;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;2;3;3;8;0;4;2;3;7;0;2;0;2;7;0;2;7;0;0;2;4;0;3;0;0;5;4;0;0;9;7;0;2;9;0;3;6;0;0;0;3;3;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
5;1;3;3;1;0;5;0;4;6;0;3;0;3;6;4;2;4;4;0;0;2;4;0;4;0;2;4;0;0;9;4;5;0;5;4;0;3;6;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
1;1;3;3;1;2;3;0;5;7;2;0;0;4;5;1;6;2;3;0;0;4;1;3;2;2;3;4;0;8;1;9;0;0;6;3;2;2;4;1;0;4;8;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Yes;Phase 1 [Training]
10;1;4;2;3;1;5;1;4;8;1;1;1;2;7;3;5;2;2;0;0;5;2;1;2;4;2;2;0;1;8;9;0;0;5;4;2;4;4;0;0;4;8;2;2;0;6;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;No;Phase 1 [Training]
39;1;2;3;9;1;4;1;4;5;1;4;5;1;3;0;4;5;2;1;1;4;1;3;2;2;1;4;2;1;8;5;1;4;7;2;2;6;2;0;0;3;5;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
41;1;3;3;10;0;7;0;3;8;1;1;1;3;5;1;4;5;1;1;3;2;3;1;2;1;3;4;0;2;7;5;4;0;6;3;3;4;4;0;0;4;4;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
8;1;4;3;2;2;5;1;2;6;1;3;0;2;7;4;4;2;3;1;0;5;2;1;2;2;3;2;1;1;8;8;0;1;6;3;1;3;4;3;1;5;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;2;4;8;0;2;2;5;7;0;2;0;6;3;0;2;7;0;0;0;3;4;3;0;2;0;7;0;9;0;7;2;0;9;0;6;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
36;1;3;3;8;0;7;0;2;7;0;2;0;4;5;0;0;9;0;0;0;2;7;0;0;0;0;9;0;9;0;7;0;2;9;0;3;4;2;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;3;2;8;0;4;2;4;8;1;0;0;2;7;0;3;6;0;0;0;4;3;3;0;1;3;6;0;3;6;6;3;0;9;0;2;5;2;2;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 1 [Training]
35;1;3;3;8;1;4;2;3;7;1;1;1;4;4;1;2;7;2;1;1;1;4;2;2;1;2;5;1;2;7;4;4;2;7;2;3;3;3;0;1;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;2;3;3;8;0;9;0;0;9;0;0;0;2;7;0;3;6;3;0;0;2;5;0;2;2;2;5;0;0;9;6;3;0;3;6;0;5;4;0;0;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
32;1;3;3;7;0;6;0;3;7;0;2;0;5;4;2;4;4;2;2;0;3;3;2;3;2;0;4;0;2;7;7;2;0;2;7;0;5;4;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
34;1;4;2;8;1;4;1;4;7;1;2;0;0;9;0;3;6;3;0;0;3;5;0;0;0;5;4;0;0;9;6;2;1;5;4;0;6;0;3;0;5;6;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
6;2;3;3;2;2;4;1;3;6;1;2;2;3;4;3;4;3;3;1;0;4;1;2;3;2;3;2;1;3;6;6;2;2;6;3;2;3;4;2;1;5;8;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
8;1;3;3;2;1;6;2;2;8;0;1;1;2;6;4;3;2;5;1;0;2;2;1;4;2;1;3;0;2;7;6;3;1;4;5;1;1;5;3;0;6;7;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
10;1;4;3;3;1;4;1;4;7;1;2;0;3;6;4;3;3;0;0;0;9;0;0;3;0;6;0;0;0;9;6;2;1;5;4;0;3;2;2;2;8;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
38;1;3;2;9;0;4;1;5;7;1;2;2;2;6;1;3;6;0;0;0;3;2;4;0;1;2;5;2;7;2;6;2;2;9;0;4;4;2;0;0;3;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;No;Phase 1 [Training]
11;1;2;3;3;1;4;1;5;5;1;4;3;4;2;0;4;5;1;1;2;4;3;1;1;3;3;3;1;2;7;5;1;4;7;2;5;3;2;0;0;3;6;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
23;1;2;2;5;2;4;1;3;3;3;4;4;3;2;2;4;4;1;0;0;2;3;4;1;2;3;5;1;8;1;6;0;3;8;1;6;3;1;0;1;2;3;2;0;0;6;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
36;1;3;3;8;0;6;1;2;7;1;2;1;4;4;1;2;6;1;0;1;3;2;4;1;1;2;6;1;5;4;5;2;3;6;3;2;5;2;1;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Yes;Phase 1 [Training]
24;1;3;2;5;1;3;2;4;6;1;2;2;3;5;0;4;5;2;0;0;0;5;3;0;1;4;3;1;4;5;5;1;3;7;2;2;5;3;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
34;1;2;3;8;0;5;2;2;6;1;2;2;3;4;3;1;6;2;0;0;3;3;2;2;1;2;5;0;2;7;7;0;2;8;1;2;5;2;0;0;3;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
8;1;3;3;2;3;4;2;2;8;1;0;0;5;4;4;3;2;5;0;0;2;1;2;4;2;2;1;2;0;9;9;0;0;4;5;2;2;5;0;0;5;7;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
39;2;5;2;9;1;5;0;3;7;1;2;0;0;9;0;4;5;0;0;0;6;3;0;0;4;0;5;0;2;7;6;2;2;6;3;0;4;5;0;0;4;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
22;1;2;2;5;0;6;1;2;1;2;6;3;5;1;2;6;2;1;0;0;4;1;3;1;3;4;2;0;9;0;5;1;3;5;4;3;2;5;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
11;2;2;5;3;2;4;4;0;5;0;4;4;2;3;2;3;4;4;0;0;2;0;4;4;2;0;0;4;0;9;4;2;4;5;4;3;5;1;1;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;3;3;8;0;2;2;6;6;0;3;3;3;4;0;4;5;1;0;0;3;5;2;1;2;0;7;1;8;1;5;0;4;9;0;0;0;9;0;0;4;3;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
10;1;3;2;3;1;5;1;3;8;1;1;1;3;6;4;4;2;4;1;0;3;1;1;3;2;3;2;0;1;8;7;1;1;4;5;1;3;4;2;1;5;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
38;1;3;3;9;0;3;3;4;6;1;2;1;2;7;0;3;6;0;0;0;2;2;6;0;1;1;7;1;9;0;7;0;2;7;2;6;3;1;0;0;2;4;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
13;1;3;2;3;0;7;2;0;7;2;0;0;6;3;2;7;0;2;0;0;7;0;0;2;3;4;0;0;0;9;7;2;0;7;2;0;6;3;0;0;4;6;2;0;0;6;0;0;0;0;0;0;0;6;0;0;0;5;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
34;1;3;3;8;0;4;0;5;9;0;0;0;5;4;3;4;3;2;0;0;5;2;1;2;1;3;4;1;2;7;5;4;0;5;4;0;2;3;2;3;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
24;1;2;2;5;0;4;0;5;3;0;6;5;0;4;3;3;4;0;0;0;3;2;4;0;2;3;3;2;9;0;3;2;5;9;0;9;0;0;0;0;1;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
22;2;3;2;5;1;3;2;4;6;1;2;2;2;6;0;3;6;2;0;0;0;6;2;0;1;4;4;1;4;5;5;1;3;7;2;3;5;2;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
40;1;3;3;10;0;8;0;1;7;0;2;2;3;5;0;6;3;2;0;3;4;0;0;3;2;5;0;0;2;7;3;6;0;3;6;0;2;6;2;0;6;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
21;1;2;2;5;0;0;2;7;2;0;7;7;0;2;5;3;2;5;2;0;2;1;1;7;0;1;2;1;9;0;6;2;2;6;3;3;1;5;0;0;4;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
11;2;2;5;3;2;4;4;0;5;0;4;4;2;3;2;3;4;4;0;0;2;0;4;4;2;0;0;4;0;9;4;2;4;5;4;3;5;1;1;0;3;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
31;1;2;4;7;0;5;0;4;3;0;6;4;2;3;0;0;9;0;0;0;3;4;3;0;0;0;6;3;7;2;2;2;6;9;0;5;4;0;0;0;2;1;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
20;1;2;2;5;1;5;1;4;4;3;2;2;6;1;1;5;4;1;0;0;5;1;4;1;2;4;4;0;9;0;7;2;1;8;1;4;3;2;2;0;4;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
35;1;3;3;8;0;5;1;4;5;2;3;2;3;4;1;3;5;2;1;0;2;4;3;2;1;2;6;1;5;4;6;2;2;7;2;2;4;4;1;0;4;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
1;1;2;4;1;0;7;0;2;7;2;0;0;7;2;5;4;0;5;2;0;2;0;0;6;0;3;0;0;0;9;6;3;0;2;7;0;0;5;2;2;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
36;1;3;3;8;0;6;0;3;8;0;1;0;3;6;2;5;3;3;0;2;3;2;1;3;1;3;3;1;3;6;7;2;0;6;3;2;4;3;0;0;4;3;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
39;1;3;2;9;0;3;1;6;8;1;1;1;2;6;1;3;6;0;0;0;3;5;2;0;1;2;6;1;6;3;6;2;2;9;0;2;7;1;0;0;3;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
23;1;2;2;5;0;6;1;2;1;2;6;3;4;3;2;5;3;1;0;0;5;2;2;1;4;2;3;0;9;0;5;1;3;5;4;4;3;3;0;0;3;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
41;1;4;3;10;0;5;1;3;8;1;1;1;2;7;0;2;7;1;0;4;1;1;5;1;2;3;4;1;1;8;7;1;1;8;1;2;3;2;4;0;5;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
29;1;2;3;7;1;6;1;3;4;1;5;3;3;4;0;5;4;1;1;1;5;1;3;1;1;5;3;1;4;5;4;2;4;7;2;6;3;1;0;0;2;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
10;1;4;3;3;1;4;1;4;7;1;2;0;3;6;4;3;3;0;0;0;9;0;0;3;0;6;0;0;0;9;6;2;1;5;4;0;3;2;2;2;8;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
3;1;1;4;1;4;3;1;3;5;2;3;9;0;0;0;0;9;2;0;1;3;3;2;0;0;4;5;0;0;9;7;2;0;4;5;3;0;3;3;0;5;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
8;1;3;3;2;2;3;0;4;7;0;2;1;2;6;3;4;2;2;0;1;6;1;1;3;3;3;1;2;2;7;6;3;0;4;5;2;2;3;3;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
24;1;2;3;5;3;1;1;5;3;2;5;5;4;2;0;8;1;1;0;0;5;2;2;1;2;6;2;0;2;7;5;2;2;8;1;4;5;1;0;0;2;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
23;1;1;2;5;1;4;1;4;2;2;5;5;3;1;1;4;4;2;0;0;2;2;4;2;1;2;5;1;7;2;6;0;3;7;2;4;3;2;1;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
24;1;2;3;5;3;1;1;5;3;2;5;5;4;2;0;8;1;1;0;0;5;2;2;1;2;6;2;0;2;7;5;2;2;8;1;4;5;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
41;1;3;3;10;0;4;1;4;7;0;2;2;3;5;0;2;7;0;0;3;0;3;3;2;0;2;3;4;3;6;5;2;3;7;2;5;4;0;0;0;2;4;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;3;3;8;0;3;0;6;9;0;0;2;2;5;0;4;5;0;0;0;3;6;0;0;0;4;5;0;9;0;5;0;4;6;3;5;4;0;0;0;2;3;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
8;1;3;2;2;0;7;2;0;7;2;0;0;6;3;2;7;0;2;0;0;7;0;0;2;3;4;0;0;0;9;7;2;0;7;2;0;6;3;0;0;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
30;1;2;4;7;0;9;0;0;5;0;4;4;2;3;0;3;6;0;0;2;0;3;5;2;0;0;5;3;0;9;3;2;4;7;2;5;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
41;1;4;3;10;0;5;1;3;8;1;1;1;2;7;0;2;7;1;0;4;1;1;5;1;2;3;4;1;1;8;7;1;1;8;1;2;3;2;4;0;5;4;0;0;0;6;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
11;1;2;4;3;4;4;2;1;4;0;5;4;3;3;1;6;2;2;3;0;6;0;0;1;2;5;2;0;7;2;5;1;4;6;3;4;3;2;0;0;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
38;1;3;3;9;1;5;1;3;5;1;3;3;2;4;2;3;5;2;1;0;3;2;3;2;2;2;3;2;5;4;4;2;4;7;2;3;5;1;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;3;3;8;0;3;4;3;9;0;0;0;1;8;0;4;5;1;0;0;3;5;2;1;2;1;4;3;9;0;5;3;2;7;2;0;3;3;4;0;7;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
33;1;2;4;8;0;5;0;5;9;0;0;0;9;0;0;0;9;5;0;0;0;5;0;0;0;5;4;0;5;5;9;0;0;9;0;5;5;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;No;Phase 1 [Training]
37;1;1;4;8;1;4;1;4;7;1;2;9;0;0;0;0;9;0;0;0;9;0;0;0;9;0;0;0;9;0;6;2;1;5;4;5;5;0;0;0;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
11;2;2;5;3;2;4;4;0;5;0;4;4;2;3;2;3;4;4;0;0;2;0;4;4;2;0;0;4;0;9;4;2;4;5;4;3;5;1;1;0;3;6;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
31;1;3;2;7;1;2;2;5;5;2;3;1;3;6;1;3;6;0;0;0;3;3;3;0;1;2;6;1;8;1;5;1;4;8;1;3;5;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;Phase 1 [Training]
13;1;2;2;3;0;4;2;4;7;1;2;3;4;3;2;6;1;5;0;0;3;1;0;4;2;2;3;0;7;2;7;1;1;8;1;0;5;4;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;No;Phase 1 [Training]
